text,sentiment
awww hate one,negative
knowww yur mother doesnt want take movie,negative
rec gametrying crythe pain muchi need himcant lose heart breakingg,negative
alright back chirrup decompression happy monday folk whats good word,positive
got ta lot work knocked project there one feature refuse work right cant release next version,neutral
sun cool,negative
ha im ready cant believe ball call haha wtf,neutral
aww yeah dear nicky,neutral
happy star war day everyone whats everyone showery bank holiday iodine americium heading soon coffee florists_chrysanthemum shopping,positive
celebrated mother day best lamb roast lunch followed box cadburys shared around table wonderful day,positive
sound,negative
_brown damnit iodine by_chance put_option alternatively inch followfriday,negative
lem guess ran mile gym waking kid going beach recording studio,neutral
met mother best show ever,positive
yes siri acquired master art christian ministrya loooooong journey completed todayso thankful,positive
woo whole earth tonight maybe tomorrow let know come back yay wikipedia,neutral
made laugh sorry grets going pool room,neutral
gave inspiration last update,positive
wearing spidey boxer,neutral
okay need hit sack got ta wake like hour goodnight everyone,positive
zoombezi bay soooo fun buuuut leg soooooo sunburnt,neutral
httpwwwmisshudgenscomp nessa maxim magazine hot,neutral
nickchien _ happy break twitter virginity two,positive
way didnt know singing rof thats without doubt fave done idol thus far eepfangirl moment,positive
truly hate delay train particularly fortyfour minute delay train departure beryllium late work,negative
wooomy luck done,negative
awaiting watch lfctv liverpool v newcastle game yesterday,positive
um cant write tonight like want write yet nothing,positive
one angstrom fan angstrom very_important_person one winner writhe vid heated silicon bitty eens raar gelopen chaos,positive
_magician yes apnea prob im med might causing help otherwise much dont want stop,neutral
haha playing,neutral
guess youre responding dc thats case,neutral
poor mom told looked like skirt wasnt short degree,negative
_esme_cullen_ im picking angstrom million song blipfm station thing regretful,negative
spend great time family friend thanks guy,positive
dont worry hate nobody comment pic,negative
voice hurt rock musical singing tonight,negative
wish could would cost much call way uk,negative
bevvies day twngreat day,positive
_erincharde hey guy invite outmoody friend day,neutral
kidney stone really ugh httptinyurlcomqswvq,negative
actually really liked merlin last night part bit eh part chick singing like whoa,positive
potted geranium talked grandkids well maddie jack outside playing sure miss em,negative
yeah available public market yet soon looking forward im sunburnt arm itching boo hoo,negative
rolling bed past hour still unable sleep,neutral
awww wish brew b,positive
know cat could family mikesh cute,positive
angstrom shower feel sol review angstrom hanker day astatine carnival,positive
searching dr scholls sandal insert men seems make woman,neutral
decided matter good hair look curly doesnt justify burn get curler hand covered suck,neutral
still soo tirednot ready get daywork,negative
lol thats last winter month ago december im seattle felt like siberia last winter,neutral
make school musical week aaah,neutral
love lubbock wetits timeno strip run,positive
information_technology prob cuz iodine dont truly like sleeping inch late evening iodine tried,negative
omg arent online shock horror,negative
discovered great site,positive
one moment woke,neutral
thank sana matanggap ako httpplurkcompxyts,positive
yesall oh gone bed minor soap marathon photo editing night ohhh inn lake nice food,positive
man sweep worry,positive
work got ta go bed soon,neutral
aight pau auau heading blaisdell arena lady concert cheehee awwrrite,neutral
maine iodine vote every day,negative
anybody im sooo bored,negative
httptwitpiccomvk u lot mock,negative
btw iodine order yer merch yesterday,positive
waiting raimis new horror flick drag hell im really excited bad amcmain kc,neutral
lol angstrom dork hmm book pretty good possibly iodine check information_technology thats gb sucking eight isnt much better,negative
glue stuff onto poster,neutral
gon na text u ask puff meant,neutral
im really getting sick ugh nursing home laying bed might go run later watch movie austin sara sami left,negative
know make sad lol,negative
celebrated spilling half soup hello calorie lunch weekend please,neutral
latest saw animal collective oakland amazing trying clean room,positive
best weekend,positive
boo season finale,negative
im nervous hope get could costly mistake like procrastination assumption,negative
thats precious,positive
awesome picture happy pint sending,positive
would love say tgif working tomorrow,neutral
_pinkapple much weekend knox shortly definitely must get garden wee bit neglected,positive
im good day u cheer tweet even tink lol,negative
organic chemistry ah confusing,negative
lol vat insider,positive
httptwitpiccomwij oldest nephew playin guitar hero drum,neutral
boy dont try front ii know justjust areareare,neutral
wonderful get meet though,neutral
today mother birthday happy birthday iodine love associate_in_nursing angel hour_angle help maine sol much time life,positive
delicious pav bhaaji finely chopped onion little dash lemon yummy,positive
awww bb sound lonely want drive therefly snuggle,negative
ate chocolate,neutral
like bride sense humor wore wedding gown onceby accident httpbitlytnshf,positive
teng,neutral
love comeback stay tuned fellow follow people though youll turn get follower,positive
want new lappy,neutral
im sick waking feeling exhausted,negative
body isnt itching anymore,positive
good morning rock star nurse,positive
stuck traffic way costa mesa,negative
watching merlin omg cute,positive
iodine know right im superexcited iodine state yall busy time year maine,positive
_aloud hindi flick come angstrom couple week ago never make information_technology united_kingdom,negative
program show twitter facebook status update one alright yeah probably wont use often,neutral
holy kraut stay late book done author box tucking kittyboys nightynight,negative
shell never know said cuz doesnt love twitter,negative
headed eat hubby n mommy ready drink,neutral
dont know noticed happens sometimes,neutral
wanted sleep friend denmark poked im,neutral
closed votingall u vote best movie hope win yo daughter lovesss sing climb,positive
thought yes man good blast old friend tonight heard great music,positive
thank gerbino coerce united_states start junior year brand survey mockups lashkaretaiba maine tell superintendent helpful skill hour_angle,positive
class school time work wed jade come ima get antioch amtrak,negative
bus peal along fast expected iodine might brand information_technology home maybe,positive
neat hearing u kiddshow today wish,positive
im considering buying one hence monk look httpbitlyvbzg,neutral
someone save boredom,negative
inch trouble dont attempt one company bargain house,negative
rain aaaaaaaaaahhhhhhhh im gon na melt cold freakin cold brrrrrr,negative
yeah ford focus titanium get helicopter add topend luxury model unfortunately,negative
httptwitpiccomjg haha look little like u charlie lol,positive
ughhhhmad arsenic ppl brand maine timesi dont like two rich_person two bash disgusting thngs iodine americium cut two deal tungsten hour stufppls cry killing,negative
feeling bad didnt get see,negative
prob cuz dont really like sleeping late even tried,negative
working home office today catching everything except twitter,neutral
im following wearing converse,neutral
lol thanks,positive
brother back found really small dead bird deck sad basically cried,negative
something strange air lately setting everyone edge going good smudging house good anyway,positive
definately hard time cuz im young never saw wrkd hard making car im disabled,negative
sad last entrance cal academy science pm zipcode free day,positive
frighten wait call,negative
bbc malaria parasite becoming resistant drug httptruncityn really good malaria affect many people,negative
ok deleted message hope dont come back,neutral
dj little tune want wwwsoompiradiocom,neutral
want panic,neutral
haha sure local youd fight,neutral
ooooh boo see bar well miss ill make pt stopping,negative
know feeling little depressing,negative
sure tweet youre back news abuzz tr knight leaving confirmed today muy triste,negative
love cute texy message especially call mandy,positive
pineapple rock bud,positive
wow slept dolidh wake,neutral
im soooo bored got new phone called man he busy one else bored,negative
finally lost fm,negative
happy birthday little sister mine also good night priscilla,positive
awww im sorry hun im sure didnt purpose though seems sweet maybe hour thing,negative
u brilliantly sweetie blessing joy,positive
way griffin staple removed head fun,positive
wow think people actually really live jungle dont get go back hotel,neutral
hampa hatiku,neutral
back home man im hungry getting readyshopping,neutral
spending wonderful mother day brad mom dad happy mother day mom,positive
hubby alarmsong playing blame alcohol course couldnt get back sleep cause thinking joe cruise,negative
fun night,positive
miss daddy much,negative
anyone know watch prison break tv movie itunes,neutral
hitting fairly empty shop orlando downtown disney later httptinyurlcomcdsuws,negative
woke flat tire,neutral
kk awesome,positive
lot im bored name crissy btw lol u doinnnn,negative
httptwitpiccomjq im really missing place grandparent living calm country im coming,negative
weekend along summer feel sad,negative
hehe youre right im daft may good month french contract,positive
calling mum ask icecream,neutral
kickin bakneed hwi miss u babe lolz,negative
ooops last link first sry mistake,negative
happy mother day,positive
todo cleaning apartment keep making mess oh yeah hug person help come clean,neutral
woofer knew,neutral
miss one would anything spend min one used say tell,negative
maybe used besides without ac hot sleep,negative
almost imagine call taker mustve felt like taking callespecially young one home,neutral
im sure lot studio equipment collected analog stuff cant bought anymore seriously condolence,negative
britt came way say may fourth work done,positive
bigi tokyo fashion spree tmr check sih web ____,neutral
could spend rest night room least one could happy glass wine surlytween,positive
going bc making break,negative
florists_chrysanthemum make maine cry coz state something sol sweet maine iodine love sol much florists_chrysanthemum best,positive
think aaron pretty damn amazing,positive
got math s,neutral
hahah okay thanks short explanation,positive
home invader taken base,neutral
unfortunately,negative
listening jubey snoring phone hehe goodnight,positive
another manic monday wish sunday thats fun day happy monday twitterland,positive
aw thas good im glad happy jus chillin,positive
thanks give star,positive
got nap relaxing night,positive
thanks follow doug like hat,positive
im sorry dont think stick least compared used look like,neutral
job hunting try day nothing work bet couldnt even work cider belly,negative
_by_spork haha iodine like information_technology anyway although iodine girl spork inch pic make information_technology go,positive
told people matter leave alone,negative
thank god sport doesnt take offence joke unlike three good friend stopped talking,positive
still soo tirednot ready get daywork,negative
im hunt middle making work got erased sry guy look like idiot replying u,negative
writing english original writing storyyyyy listening little respect erasure aaaaaah,neutral
becoming tough race linda indeed talented someone go every week cut two week,negative
live qa definitely best part twitter,positive
sun changing default icon whatre plan,neutral
polly scattergood new single today download please dont touch ep itunes ace httptrimkpk,positive
sitting audi joburg fashion week casting many lanky people one place almost lol good luck everyone,positive
owww think tore something leg,negative
morning hon breakfast cant decide,neutral
plan people cancellednow,negative
occured tonight cheris prom nighti suppose go mile make kind difficult,negative
omg famous amanda woman person thingy hug around,positive
last day adobe buuuut registered online tech writing course,neutral
yes thats said,neutral
haha ya friend totally kick party occasion,positive
free wifi vacay ruined,negative
httptwitpiccomnxe yeahim bore xd iodine movie photograph iodine still rich_person guitartoday florists_chrysanthemum steam maine information_technology iodine girl nameless,negative
_normal shuck sorry sometimes get wrapped fb forget check doin,negative
back school,negative
sadly information_technology doesnt iodine washington sol aspirant american doll posse excessively sol bombast vacant dynamic,negative
better manner spoil florists_chrysanthemum lashkaretaiba kick back relax angstrom nice meal angstrom bottle favorite wine wine washington angstrom red,positive
getting one mentioned girl seem loss,negative
dang voice wont came snot covering tissue dangit hate flu,negative
tummy bug lame got hour sleep,negative
dang really look like sigh min shower min get ready,negative
jumpstart wotd jape qq comppetitive overcompetitive competitive write response,neutral
trying reason didnt listen,negative
wordsaftersex havent started,neutral
anyday hate living,negative
looove bf u awesoome hannah montana movie amazing best movie ever cool httpgykdnet,positive
congrats graduate beautiful thing big deal jus wish cudve attended lil man ryan kdg graduation feel sad,neutral
ah thanks appreciate,positive
cheer aptism link,positive
yeah ill go tomorrow morning get picked early sunday see reason go whole weekend,neutral
mhmm idk thought showing freaking ppl hehebut yeah totally understand u guy vn sound cool,positive
lose gut lol seriously gained lil im liking look,negative
crazy kid wont nap think heat still tell cant go grandma cuz shes sick,negative
hope feel better soon,positive
look follower tweeps list fully populated,neutral
im getting reaction stroking cat welt hand caught claw,neutral
love twitskies,positive
shes good trying sus chap im working trying sus lot thing meh know whatever,neutral
uploading new video youuuchuuub,neutral
last ever uk tour x,neutral
novos follower httpmigremesfn sorry account headed suspended due strange activity strange ï½ ï½timo,negative
cant wait home snuggle puppy fiance,positive
stressed fro work drink,negative
stupid alarm lol morning twiits,negative
_themovie thats get writing halloween interview w danielle harris darn late contest,negative
enough pizza ordered didnt get pizza delight,neutral
spring picture today going schoooool,neutral
pee coffee sooo long break time letterswhat write writeoh used,neutral
see sec clip new moon trailer etonlinecom check big tease though,negative
thinking opening macmaze source dont time work anymore,negative
_blue chauffeur kind wonderful idea perfect woman,positive
graduate sunday june th,neutral
officially first one say happy mother day maine iodine love,positive
really suck im supposed home couple day im hate border visa,neutral
oh cool ok head laydown put ice heep swelling feel really bad,negative
watching next day air,neutral
say happy mother day mom httpplurkcompsvdsh,positive
yes dont forget koala pic im pubquizzing tonight e youre back time sinon mardi,neutral
something wholly eating broc cab bean insecticidal soap isnt acquiring rid plague merely iodine dont privation chemical,negative
shoesshoesshoesyayyayyayloliwouldpostatwitpicbutidntknohow,positive
currently watching supernatural whilst waiting skin come,neutral
cough drop taste grossblaaaqhhh,negative
spyed princess anne today listented friend cooking perfect evening working suck ob,negative
,neutral
would playing old rogue friend took account could get back,neutral
omigoodness feel like popsicle,positive
hip hop alive well nashville tn,neutral
sitting taking little break trying recharge continue housework,positive
bye rich_person angstrom great time whisk away,positive
happy star war day lol may force strong,positive
maybe going movie later ik,neutral
like tweetie better use time,positive
hell unlucky information_technology semen following week,negative
trying fall asleep ancient assignment drinking water ice lime yum,positive
thats kinda cute honest,positive
gon na lazy day today,negative
amazing concert city everything information_technology washington truly associate_in_nursing amazing trip,positive
need people talk please im bored x follow,negative
lol new diet planran late wrk didnt hav chance make lunch ate lot got hm,neutral
happy rich_person angstrom sunday murder work,positive
sad today last day san diego,negative
anytime,neutral
friday chicagoand im stuck home agh im bored grr,negative
satisfied fp review,positive
awww happy birthday,positive
hanging san fran airport got hour wait go anywherebtw sfos wifi garbage,negative
lol im certain information_technology would beryllium kick azz version weve ever heard,positive
yeahh happy pendant hope see future fair p good mini muffin,positive
happy early mother day,positive
sure tell mom love thank putting,positive
city officially smell like dead fish,negative
long day family im tired fun,neutral
hour_angle toothache,negative
wish information_technology washington naptime,positive
update island flower large pouch httptinyurlcomqnhoy,neutral
ouch,neutral
gone tea bag call obbsessed say thirsty,neutral
roll thursday,neutral
aww man arrived howto guideless,neutral
france last friday also coming one working,neutral
_burnett firmly embedded hampstead constituency,neutral
yea fun divea bit scary sometimes fun u like diving,neutral
finally home tp tetep kurang bt buat shooting kami nih huaaaa stress gila syapa lg ya,neutral
still stupidly sickcancelled philly trip sad day,negative
aww thanks bro glad got u active twitter,positive
yes put damper u getting know georgetown instead watching tv catching invoice,neutral
back mountain,neutral
miss,negative
blahh im tired got ta go airport pick mom im bored upside im listening backstreet boy,negative
must time go home yes indeedy,neutral
love electro house,positive
last night cork come tomorrow wont even remember double sad face haha word lily allen fair,negative
majorspoilerscom hour_angle problem get site working,negative
yes unfuzzy prefer fuzzy clear caleb wan na turn back clock,neutral
dont know im feel empty lolll cheesy true,negative
try dont care mum say,neutral
dont understand sensexbut wow,neutral
dey homie wish would stop raining already plus vacay almost,neutral
im joining twitter lol,positive
episode washington amazingi shout iodine proverb home video soooooo cunning,positive
canï½t choose one love song lvttbt u like read httpisgdjkvf,positive
good morning good luck belive,positive
wan na sunshineeeeeee,neutral
_rahal thing living always undeveloped picture future,neutral
last library day doomsday urgh nice wake jbum though he still sleeping cute,neutral
love overnight theyve worked printingshipping issue sorry didnt work,neutral
oh im sorry hun im fine thankskids driving nut hey ho theyre back school monday,neutral
foto,neutral
live live dj jayem bb esr click httpwwwkrisisdnbcomlistenasx,neutral
home,neutral
sweeny todd deadset one best movie time,positive
im iphone owner dont really choice medium player use fyi apple make terrible window software,negative
burger found new old camera play though thats excellent,positive
youre welcome thanks inviting u talk hoursnz like becoming parent one really prepare,positive
tire arsenic peeing rain iodine girl summer,negative
great dayand im bed tomorrow im back sd,positive
could post link internet version time read pllleeeaaassseeeeee,neutral
took phogs,neutral
love already got plan going queen mary,positive
ohh ouch,negative
besides u come visit ill room u,neutral
enough time disney world might watch disney channel instead,neutral
_cheryl lucky want teleport,neutral
aaahhh im busy sorry everyone,negative
ughhhhhhhhhhhh,negative
absolutely amazing wolverine youre sooo beautiful youre also amazing person look u,positive
saw red audi highway sped uo hoping loss,negative
hope everything work school keep updated good day,positive
hope ok,positive
trying work,neutral
likewise however comment originally,neutral
playing around fun little kid right hahahahaha,positive
cat clean hope,positive
go rove go mcmanus adam cool tho,neutral
high school,neutral
gon na eat something feel horrid need hug,negative
httpwwwmmemarkoschilderwebnl homepage,neutral
look forward hanker trip inch morning im sick,negative
tea found picture big snail walk yesterday,neutral
something like happened closed side door hard engine locked,negative
home tonight much fun goodnight twitterbugs,positive
jonas awesome watched groovy movie frankie weird lol,neutral
yupp t better people rude x,neutral
iodine dont use merely iodine hear powershell nice,positive
ooohi wish couldve gone today know zach looking forward,positive
plan people merely cancellednow,negative
wearing exactly clothes used wear canada beanie touque ahh brings back memory miss snow,negative
trouble dont think helping wrist,negative
c excuse love bein comfy,positive
knew horse called dollar,neutral
yey finally home,neutral
moving today im excited,positive
time ritualistic friday night depression,negative
like plane train automobile best luck juan pelota,positive
wish didnt work today,neutral
drove past hotel wish u ere im thinking december trip real white xmas,positive
awww poor jayk try make drive funand eat something soonhave great show tonight wish could goi live far,neutral
tv time see yall later xoxo,neutral
let guess ran mile respect dude cant maybe train,positive
going ride perfect night go chill,positive
good morning rich_person get ready go hospital get angstrom cat scan best wish,positive
gourmet pizza bleh pizza supposed greasy filthy cant eat pizza thats prepared chef,negative
regretful forget,negative
thought id check home minute ago downloading update home squarethats cant bothered sony,positive
iodine go sleep aftermath inch december house form baby feeling like poo today,negative
miss laughing till stomache hurt,negative
cant eat hot pocket anymore without thinking jim gaffigan,negative
crashing wi highmissing mayfield,negative
bed nighty night everyone,neutral
paris moro packill wake yes dance lesson,neutral
ohio oprah jump inch front,negative
angstrom great day beach bbq old friend crazy im old enough rich_person old friend learn play texas holdem,positive
brother week,positive
wow mom lot energy im getting tired reading tweet ur living,negative
gloomy day cant stop bliss hope ronaldo score derby match today,positive
wan na know fun way wake panic attack able breath reason sucked,negative
httptwitpiccomtwh never happened orange blinky light think ive broke battery,negative
yo yo yo like ice cream,positive
darn im craving wedding cake craving thats hard satisfy anything else,negative
ok ff soooo isnt anyone following meeee lol ughhhh lazy follower wont even help,neutral
ill come shop like hour need get pedicure dont time today probably next week tho,neutral
longer biz together one thing survived marriage good inlaws though,neutral
internet like th grade fast dieing,negative
noice realised exam week forgot whole week unit term thing,neutral
slightly burn challah proof inch eatin though,negative
going fail art final fml far worst semester life school wise otherwise best,neutral
could make philadelphia year would sadly,negative
hate fallout keep making jump im also low health money ammo food dont worry ill get,neutral
say karma strike twice httpplurkcomprqkz,negative
thnx babe call u finish,positive
buttfuck stupid im silly forgetful,negative
still reply simfinger problem irape parody video get response sorry guy,negative
sip oj inch sun inch san pedro astatine lanthanum soberana cheery smiley nita garlic tomato paste delicious yummy,positive
good night everyone im going lay bed watch eraser,positive
hey thank youx youre welcome must say iodine love travel astatine momentx,positive
cant believe wasnt following anatomy prac tmw tonight im structr lwr limb,negative
im little hungry nice bowl spicy lentil soup fill gap,neutral
wake angstrom delightful nap iodine cant desribe much success involve inch associate_in_nursing sleep saturday nightneed pieplant,positive
hey pinky ordered stuff site gave got yesterday mail pretty thanks,positive
lathargic definitely need today rest sad bout havin call mentally needed,negative
wishing mother happy mother day,positive
today mother birthday happy birthday love angel helped much time life,positive
fjgkfldsdh hometown day friend,neutral
_meaway im sorry hon know feel thoughim usually crazy family gathering id probably hold back like also,negative
tryin figure direct message gettin frustrated,negative
say hour go uwian na phplurkcom httpplurkcompsun,neutral
oh really suck,negative
triste,negative
yaaay youre back finally iodine love reading tweet p,positive
enough already wolfram alpha next google next cuil httpbitlyhesz,neutral
think pretty much figured added box helsinki group see tweet,positive
looked weather greece weekend sunny omgz,neutral
whoever u wherever u go always remember u come,neutral
hate place,negative
meee tooooooo bad im bored eat lol,negative
aww poor_people thing hope go well,negative
happy mother mom,positive
hoping mom like pamper gift sent,positive
laptop broke world_health_organization privation aid angstrom girl return maine best bargain weekend please ailment feed u,positive
love time low,positive
httptwitpiccomwf eeeeeeeeeee information_technology came,positive
happy mother day mother bash rich_person angstrom good enjoyable day,positive
love dawn replicants love music monday,positive
sun shinning im,neutral
youve got deal,neutral
going doctor,neutral
like goo goo doll heard iris absolutely loved,positive
wow good idea bday yesterday already took present thank anyway,positive
love look fabulous nice learn something new,positive
ocharleys pretty good especially free hot waitress think back work unfortunately,positive
darn wish could watch bgt wouldnt able fast forward ad dinner soon,neutral
meeting yay work,positive
hate,negative
guess wasnt meant,neutral
ugh head volition concern stop anyways iodine love life right iodine couldnt ask anything iodine love happy,positive
living spainyou never take hot shower grantedluckily nice friend across street,positive
workthinking thing working,neutral
iodine love girl rock,positive
finally home crazy party nite thanks driving home,positive
need go bike ride,neutral
inch temper runt scampi merely iodine dont rich_person vermouth,negative
massive headache want eat nacho,negative
fish finger potato croquette would love baked bean tend hurt,neutral
happy monday hope great week,positive
chabibi long running joke dont give flying anyone follows,neutral
good day,positive
blow away raining harder yay well done,neutral
highly amused wasnt treated nicely like patientnot fault life better,positive
season wire done kinda weak compared first season expected still good though season come,positive
good day good friend brand maine sorrow life,positive
sweet deal want see movie methinks may star trek movie night time hmm,positive
sound input computer stop working mic jack usb webcam mic doesnt work either checked input control,negative
wrong youve come brag full belly smh,negative
im feeling better something tummy,positive
sun burned todaymy arm look angry party tonight tho babe woop,negative
great night hangin family dad love supernumerary company tonight cant delay frc pcola tomorrow,positive
ur truly sweet person ever thanks devising everyones dream semen trueps dream uracil twitter maine back ten,positive
get back grocery_store store im starvation cant discovery anything eat,negative
morning happy juddday,positive
globe theatre rocksnothing better romeo juliet supposed watched,positive
still grench paper still getting distracted,negative
yes bash win,positive
cancel javaone httpffimnzth,negative
awwww beam youre best information_technology mean angstrom batch maine say iodine cant delay bent hopefully soon,positive
love new television,positive
_nicole wow lucky happy birthday,positive
lol sunny yesterday igloo melted attacked bush recovering today hows thing chocolateland,neutral
would mean babe name super freakin cool give pas ha,positive
raise hand oh oh caffeine,neutral
_elj appreciateduni email helpful,positive
yea iodine know hun spammer look move fast though already two inch first minute posting block em,negative
would prefer monday,neutral
boo cant sleep saying hi random people,negative
good morning chirrup community iodine get complete eating angstrom delicious stack pancake courtesy bisquick,positive
gon na able talk,negative
hate going work,negative
someone take la need see lemon tree,neutral
creeping charlie happens neglect yard whole spring thanks would love see yr dog,neutral
hour_angle hour_angle associate_in_nursing oklahoma day jo spot maine information_technology bruised,negative
cant vote im frustraded,negative
long todo list little desire,negative
vacuumed entire house three time screw vacuum,negative
_c hahaha iodine agree im second gladiolus aiden south_korean_won tonight show greg rich_person get topographic_point,positive
well normal day id already done workunfortunately normal day mean ill office till late,negative
wan na drinking pub,neutral
brooklyn travel hard back top merely first hajjisyea httptinyurlcomcodla httpti httptinyurlcomcrhjs,negative
cat enjoy sunbeam open window think count,positive
haha exciting wat look like,positive
think disgusting,negative
yaaawn stayed late last night still got ta work get super early tomorrow,neutral
see,neutral
trade weather glooming today inch la,negative
u wack put swimsuit regular pant least,neutral
_storm lucky im still working another four hour,positive
could lost dog poor girl,negative
less rain sunshine,neutral
battery low boooooooo inch palm spring calcium httplooptussljbwt,negative
reading cryin reading laughin enjoying ride enlightened inspired letter young sister thx hill,positive
hour refusal upon realisation tomorrow morrissey gig brixton postponed looking fwd monthsish,neutral
thanks review today feel like idk anything anyways r u,positive
mother day classic travel truly well contempt cold start,positive
tried sleep cant bout call tisha,negative
im really full feel sick,negative
worth,positive
haha nice know im alone working bbc cant see,positive
one people wrong world blame people great world living,negative
bought magazine,neutral
wfd lasagna still minute go hungry,neutral
getting home workfinally,neutral
brody dare u,negative
happy bday lina haha birthdaypresent maine would beryllium remark new video httpbitlycy,positive
music httpwwwmyspacecomjanedurkin,neutral
look like nap wait im still waiting poor guy,neutral
got sniffle dont want get sick dont need,positive
good day house,negative
backhad great mad monday meeting tomorrow,positive
kinda bummed im gon na miss return bg ill never know like make love _gunn,negative
sol im truly see information_technology astatine moment lapp day merely evening money difficult work though merely cant imagine difficult iodine bash,negative
brecky good morning x,positive
almost got giant car accident,negative
yeah happy moved partying happy,positive
im sorry dont wan na cuz u act u turn right around ignore,negative
school want read eclipse andsome page read,neutral
hi eric hope beautiful saturday,positive
iodine girl justin timberlakes voice iodine privation brand new album,negative
ahh would good reason heh hope go well hun,positive
googledocs folder instead label like gmail kind like label,positive
happy birthday kat,positive
great day massage book appointment today,positive
thank soooo much bella,positive
_musings good morning raining,positive
allergy suck duck nut,negative
glad friday got work im tired,neutral
avatarcamp photo perhaps lol itching see,neutral
mom texted told rodney chasing firefly backyard awwwww im miss httptwitpiccompn,neutral
brad paisleyalison krauss whiskey lullabyso sad awesome,neutral
yes secure masculinity,positive
mmmm ham yummy hat hairstupid deli _,neutral
hate late,negative
uup morning school see ya,neutral
cont right fake btches shouldnt mess real one ahhh love real btches excite,positive
nothing sad actually,negative
english class working interactive oral,neutral
idiot crashed bike bike small dent buy new set pedal,negative
work,neutral
happy mother day ya tomorrow,positive
wtf facebook unclutter whole survey iodine washington stopping_point q night get better better else next,positive
wan na better already,positive
chowder,negative
hell yeah,neutral
unpacking new toy arrived studio right called tc finalizer cant wait check sound,positive
omg slept like hr last hr think im dying something reminds catcher,negative
posted let know think there really cute cut back,positive
dragging work missed fitness class morn need one weekend day,negative
last night bad guy tried enter garden alone really got scared feel really stupid funny,negative
iodine feel like im gon na brand information_technology year,negative
deserve much better hang good thing come wait,positive
great job,positive
unny today taking long decide haha wna get tan,neutral
ready go home hr wrk,neutral
many freebie jbnoy friend spam thread soon,negative
sad got money phone ahh well lly mitchel,negative
sorry hear terrible news thinking x,negative
try sleep without pill working wide awake merely excessively late return ill sleep til pm,negative
sound good,positive
friend come give massage cant sleep,neutral
woke didnt full bladder wasnt sick top went run wan na go back bed,neutral
something like happen maine close side door excessively difficult engine lock,negative
impossible watch full flash video mac,negative
rd day pain,neutral
flapataco nice pleb came,negative
alright party success fun,positive
lol girl video disturbed love hk theme cute,neutral
_ awe thx sol much neither need b sick friday bash uracil rich_person prayer request,positive
yep ah iodine dont wan na leave warm doona get angstrom hot beveragei guess ill rich_person brand bash wo information_technology,negative
making birthday song special person,neutral
_atticus thank,positive
think amazing presentation whole keeping review item tax thing blogher shes awesome,positive
yawn ow caught cramp maybe take nap,neutral
got,neutral
take fun,positive
whatever give phone die anyway next time,negative
cover tomm event baby id like live blogging,neutral
yay excited,positive
youve ever seen way us browser probably like copy running httpbitlydoeej,neutral
still hangover,neutral
walk cloud sweet november lake house,positive
alexander ovechkin definitely new favorite nhl player,positive
thats sad kind mess acquiring weekend,negative
happy mother day,positive
im christine im friggin shopaholic check new coat promise someone wouldnt spend week buying,positive
switch cellphone huaaaaa cant sleep buzz bebe,negative
murder bed iodine rich_person angstrom hot date sudoku possibly angstrom chapter oregon two reading iodine stay wake_up long rich_person angstrom great night tweeps,positive
httptwitpiccomjfkw afc oh yes,positive
yeah want love falling slowly song keep playing head,positive
middle breakfast school calledyepback get sheyagainrd migraine week maybe one never went away,negative
throat infection coming strong think taste blood,negative
cant make nyc im huh,negative
ready mother day httptinyurlcomdcgeyv,neutral
___ haha im gon na follow dream wellur dream haha im still reading th time p,neutral
hard go ur guy peicing person shoud change cause mine hard change,negative
cant wait see december switzerland third rendezvous great show amazing enjoy oz,positive
showed fluid decreasing slightly doesnt look like shes letting bed anytime soon follow u next week,negative
panera nice iphone,negative
picture bliss inch jpeg format sorry message board terminology uracil dont play wu board,negative
least u get im broke,negative
followfriday easy enough annoyed recommend relatively people anyway,neutral
cant believe give reason,neutral
daughter went bday party today caled grace cakesthe little girl named grace made cupcake,neutral
_m yeeee wassup,neutral
likelyy need save money practice,positive
shut computer get ready go home workwhat bummer,negative
nose chapped yuck,negative
hello palnice c u todayhave gr week,positive
ready dc tomorrow photo trippin,neutral
totally addicted xbox carcassonne also really love tomb raider legend still badly need bolt,positive
spent last two hour playing ld babe hella fun love,positive
lol fine go,neutral
thank hope angstrom great day,positive
oh good idea putting ice cream,positive
going bed goodnight xox,neutral
nothing exciting tonightgot new toy play though happy mother day lady,positive
im going miss imac much next month,negative
well phone today waiting till june th get better deal sooooo good,positive
think bead crumb navigation return new fusion studio really miss top item,negative
dont feel good,negative
could ever actually allowed stay,neutral
home carlsbad whole family mother day,neutral
pleasure great recipe,positive
must jay leno leave show,neutral
good thanks nice evening father thats cool thanks link btw,positive
well first tweet today failed lol back sleep bacon egg hard choose,negative
anxiously awaiting rocketslakers game yes finally got tix game yeahhhhh,positive
may fourth oh come one actually spelled yet,neutral
iodine like optimism,positive
sydney toyota landcruiser new ad received posted hcc site soon,neutral
know hhrs,neutral
traveling la today see grandpa hospitalyet another road block cross fro family,negative
god look stumpy im sharing toe tonight,negative
getting night great mood,positive
ping pong tomorrow,neutral
wish would send bruh dm wont til dont waste erection bot,neutral
agree,neutral
watching tv best people whole world mum si agus love twitter later ha,positive
going tai tv ah hope,neutral
th tweet go wo id one talk morning lol,neutral
warren died hannah killed im gutted love warren even nasty,neutral
look class water splash look real looking forward review copy,positive
